Latitude,Longitude,名稱,類別,天數,日期,時段,定位用名稱,官方日文名,導航連結
35.6792913,139.7653382,🍜 高湯茶泡飯 圓,🍜 餐廳,Day 3,8/22 星期六,11:35－12:20 🍽️ 午餐：天丼Tenya,だし茶漬け＋肉うどん えん KITTE丸の内店,だし茶漬け＋肉うどん えん KITTE丸の内店,"https://www.google.com/maps/search/?api=1&query=35.6792913,139.7653382&query_place_id=ChIJqVS6VgCLGGAR-5BoRnVee14"
35.6812026,139.7685845,🍜 燕子烤肉漢堡排,🍜 餐廳,Day 3,8/22 星期六,11:35－12:20 🍽️ 午餐：天丼Tenya,つばめグリル 大丸東京店,つばめグリル 大丸東京店,"https://www.google.com/maps/search/?api=1&query=35.6812026,139.7685845&query_place_id=ChIJGeYlX_mLGGARrZDoFX4WYlY"
35.6809310,139.7682387,🛍️ 東京菓子樂園,🛍️ 購物,Day 3,8/22 星期六,12:20－13:00 🍪 東京車站菓子樂園限定採買,東京おかしランド,東京おかしランド,"https://www.google.com/maps/search/?api=1&query=35.680931,139.7682387&query_place_id=ChIJESNWC_yLGGARctOSTpDcc8Q"
35.7141672,139.7774091,🚉 上野站,🚉 交通,Day 3,8/22 星期六,13:05 🚇 前往上野,上野駅,上野駅,"https://www.google.com/maps/search/?api=1&query=35.7141672,139.7774091&query_place_id=ChIJCwbTk56OGGARRJJPe22ziWw"
35.6812996,139.7670659,🚉 JR 東京站,🚉 交通,Day 3,8/22 星期六,13:05 🚇 前往上野,東京駅,東京駅,"https://www.google.com/maps/search/?api=1&query=35.6812996,139.7670659&query_place_id=ChIJC3Cf2PuLGGAROO00ukl8JwA"
35.7164273,139.7763336,⛩️ 國立科學博物館,⛩️ 景點,Day 3,8/22 星期六,13:40－16:10 🦕 參觀國立科學博物館,国立科学博物館,国立科学博物館,"https://www.google.com/maps/search/?api=1&query=35.7164273,139.7763336&query_place_id=ChIJ8Vuh65yOGGARyj4L5IBFiIk"
35.7083528,139.7744756,🛍️ 二木菓子,🛍️ 購物,Day 3,8/22 星期六,16:10－16:35 🚶‍♂️ 前往御徒町商圈,二木の菓子 第一営業所,二木の菓子 第一営業所,"https://www.google.com/maps/search/?api=1&query=35.7083528,139.7744756&query_place_id=ChIJ8ez-kZ-OGGARyxJTsXAcAjk"
35.7083768,139.7752537,🍜 鴨 to 蔥拉麵,🍜 餐廳,Day 3,8/22 星期六,🍜 享用鴨 to 蔥拉麵｜OPTION,らーめん 鴨to葱 御徒町本店,らーめん 鴨to葱 御徒町本店,"https://www.google.com/maps/search/?api=1&query=35.7083768,139.7752537&query_place_id=ChIJ6-Rvg5-OGGAR99AELnNenOU"
35.7097421,139.7745084,🛍️ 阿美橫丁中央大樓,🛍️ 購物,Day 3,8/22 星期六,16:35－17:55 🛍️ 阿美橫丁逛街採買,アメ横センタービル,アメ横センタービル,"https://www.google.com/maps/search/?api=1&query=35.7097421,139.7745084&query_place_id=ChIJ__8vsZ-OGGARkqhP9iZdeaE"
35.7090028,139.7746259,🛍️ 阿美橫丁介紹文章,🛍️ 購物,Day 3,8/22 星期六,16:35－17:55 🛍️ 阿美橫丁逛街採買,阿美橫丁介紹文章,,"https://www.google.com/maps/search/?api=1&query=35.7090028,139.7746259&query_place_id=ChIJh7eDrwCPGGARCs9fpCkKS2U"
35.7108985,139.7748721,🛍️ OS Drug 藥妝店,🛍️ 購物,Day 3,8/22 星期六,16:35－17:55 🛍️ 阿美橫丁逛街採買,OSドラッグ 上野店,OSドラッグ 上野店,"https://www.google.com/maps/search/?api=1&query=35.7108985,139.7748721&query_place_id=ChIJAQB_jZ-OGGARLPaThjF_JIQ"
35.7106717,139.7744501,🛍️ 松本清,🛍️ 購物,Day 3,8/22 星期六,16:35－17:55 🛍️ 阿美橫丁逛街採買,マツモトキヨシ 上野アメ横Part1店,マツモトキヨシ 上野アメ横Part1店,"https://www.google.com/maps/search/?api=1&query=35.7106717,139.7744501&query_place_id=ChIJJz9gCDKPGGAROxkLYxlbGYs"
35.7103925,139.7752423,⛩️ 肉之大山,⛩️ 景點,Day 3,8/22 星期六,16:35－17:55 🛍️ 阿美橫丁逛街採買,肉の大山 上野店,肉の大山 上野店,"https://www.google.com/maps/search/?api=1&query=35.7103925,139.7752423&query_place_id=ChIJsfxOVJ6OGGARYR08nkWSLdY"
35.7083669,139.7746294,⛩️ みなとや食品,⛩️ 景點,Day 3,8/22 星期六,16:35－17:55 🛍️ 阿美橫丁逛街採買,みなとや食品 本店,みなとや食品 本店,"https://www.google.com/maps/search/?api=1&query=35.7083669,139.7746294&query_place_id=ChIJbfIujp-OGGARQpzhp7F2ocY"
35.7068257,139.7768298,🛍️ 多慶屋,🛍️ 購物,Day 3,8/22 星期六,16:35－17:55 🛍️ 阿美橫丁逛街採買,多慶屋 TAKEYA1,多慶屋 TAKEYA1,"https://www.google.com/maps/search/?api=1&query=35.7068257,139.7768298&query_place_id=ChIJrdKWej2PGGARePk-9rp1pos"
35.6970775,139.7847605,🏨 海茵娜酒店东京浅草桥,🏨 住宿,Day 3,8/22 星期六,18:15 🚆 前往御徒町站搭車,変なホテル東京 浅草橋,変なホテル東京 浅草橋,"https://www.google.com/maps/search/?api=1&query=35.6970775,139.7847605&query_place_id=ChIJRWR7EbKOGGARUkONjElltUA"
35.7075185,139.7748564,🚉 JR 御徒町站,🚉 交通,Day 3,8/22 星期六,18:15 🚆 前往御徒町站搭車,御徒町駅,御徒町駅,"https://www.google.com/maps/search/?api=1&query=35.7075185,139.7748564&query_place_id=ChIJc-deL6COGGARRENyB-YX2eI"
35.6974952,139.7859834,🚉 淺草橋站,🚉 交通,Day 3,8/22 星期六,18:15 🚆 前往御徒町站搭車,浅草橋駅,浅草橋駅,"https://www.google.com/maps/search/?api=1&query=35.6974952,139.7859834&query_place_id=ChIJr-AfyrOOGGARWBazD9OfYeg"
35.6978780,139.7864070,🍜 吉野家,🍜 餐廳,Day 3,8/22 星期六,18:45－19:45 🍽️ 晚餐：吉野家,吉野家 浅草橋店,吉野家 浅草橋店,"https://www.google.com/maps/search/?api=1&query=35.697878,139.786407&query_place_id=ChIJM2s0MnaPGGARLSDkTkqBlG4"
35.6969980,139.7863880,🍜 松屋,🍜 餐廳,Day 3,8/22 星期六,18:45－19:45 🍽️ 晚餐：吉野家,松屋 浅草橋店,松屋 浅草橋店,"https://www.google.com/maps/search/?api=1&query=35.696998,139.786388&query_place_id=ChIJW_fJurOOGGARyv4l77z-WHQ"
35.7111357,139.7748663,🍜 名代 宇奈とと,🍜 餐廳,Day 3,8/22 星期六,18:45－19:45 🍽️ 晚餐：吉野家,名代 宇奈とと 上野店,名代 宇奈とと 上野店,"https://www.google.com/maps/search/?api=1&query=35.7111357,139.7748663&query_place_id=ChIJ6RMcXZ6OGGARLLk8PdeakXs"
